ST_length	        length	            misc,raw,lengthdep
IN_AutoMutualInfoStats_40_kraskov1_4.ami18  IN_AutoMutualInfoStats_40_kraskov1_4_ami18  information,correlation,AMI
IN_AutoMutualInfoStats_40_kraskov1_4.ami19  IN_AutoMutualInfoStats_40_kraskov1_4_ami19  information,correlation,AMI
IN_AutoMutualInfoStats_40_kraskov1_4.ami20  IN_AutoMutualInfoStats_40_kraskov1_4_ami20  information,correlation,AMI
IN_AutoMutualInfoStats_40_kraskov1_4.ami21  IN_AutoMutualInfoStats_40_kraskov1_4_ami21  information,correlation,AMI
IN_AutoMutualInfoStats_40_kraskov1_4.ami22  IN_AutoMutualInfoStats_40_kraskov1_4_ami22  information,correlation,AMI
IN_AutoMutualInfoStats_40_kraskov1_4.ami23  IN_AutoMutualInfoStats_40_kraskov1_4_ami23  information,correlation,AMI
IN_AutoMutualInfoStats_40_kraskov1_4.ami24  IN_AutoMutualInfoStats_40_kraskov1_4_ami24  information,correlation,AMI
IN_AutoMutualInfoStats_40_kraskov1_4.ami25  IN_AutoMutualInfoStats_40_kraskov1_4_ami25  information,correlation,AMI
IN_AutoMutualInfoStats_40_kraskov1_4.ami26  IN_AutoMutualInfoStats_40_kraskov1_4_ami26  information,correlation,AMI
IN_AutoMutualInfoStats_40_kraskov1_4.ami27  IN_AutoMutualInfoStats_40_kraskov1_4_ami27  information,correlation,AMI
IN_AutoMutualInfoStats_40_kraskov1_4.ami28  IN_AutoMutualInfoStats_40_kraskov1_4_ami28  information,correlation,AMI
IN_AutoMutualInfoStats_40_kraskov1_4.ami29  IN_AutoMutualInfoStats_40_kraskov1_4_ami29  information,correlation,AMI
IN_AutoMutualInfoStats_40_kraskov1_4.ami30  IN_AutoMutualInfoStats_40_kraskov1_4_ami30  information,correlation,AMI
IN_AutoMutualInfoStats_40_kraskov1_4.ami31  IN_AutoMutualInfoStats_40_kraskov1_4_ami31  information,correlation,AMI
IN_AutoMutualInfoStats_40_kraskov1_4.ami32  IN_AutoMutualInfoStats_40_kraskov1_4_ami32  information,correlation,AMI
IN_AutoMutualInfoStats_40_kraskov1_4.ami33  IN_AutoMutualInfoStats_40_kraskov1_4_ami33  information,correlation,AMI
IN_AutoMutualInfoStats_40_kraskov1_4.ami34  IN_AutoMutualInfoStats_40_kraskov1_4_ami34  information,correlation,AMI
IN_AutoMutualInfoStats_40_kraskov1_4.ami35  IN_AutoMutualInfoStats_40_kraskov1_4_ami35  information,correlation,AMI
IN_AutoMutualInfoStats_40_kraskov1_4.ami36  IN_AutoMutualInfoStats_40_kraskov1_4_ami36  information,correlation,AMI
IN_AutoMutualInfoStats_40_kraskov1_4.ami37  IN_AutoMutualInfoStats_40_kraskov1_4_ami37  information,correlation,AMI
IN_AutoMutualInfoStats_40_kraskov1_4.ami38  IN_AutoMutualInfoStats_40_kraskov1_4_ami38  information,correlation,AMI
IN_AutoMutualInfoStats_40_kraskov1_4.ami39  IN_AutoMutualInfoStats_40_kraskov1_4_ami39  information,correlation,AMI
IN_AutoMutualInfoStats_40_kraskov1_4.ami40  IN_AutoMutualInfoStats_40_kraskov1_4_ami40  information,correlation,AMI
IN_AutoMutualInfoStats_40_kraskov1_4.mami  IN_AutoMutualInfoStats_40_kraskov1_4_mami  information,correlation,AMI
IN_AutoMutualInfoStats_40_kraskov1_4.stdami  IN_AutoMutualInfoStats_40_kraskov1_4_stdami  information,correlation,AMI
IN_AutoMutualInfoStats_40_kraskov1_4.pextrema  IN_AutoMutualInfoStats_40_kraskov1_4_pextrema  information,correlation,AMI
IN_AutoMutualInfoStats_40_kraskov1_4.fmmi  IN_AutoMutualInfoStats_40_kraskov1_4_fmmi  information,correlation,AMI
IN_AutoMutualInfoStats_40_kraskov1_4.pmaxima  IN_AutoMutualInfoStats_40_kraskov1_4_pmaxima  information,correlation,AMI
IN_AutoMutualInfoStats_40_kraskov1_4.modeperiodmax  IN_AutoMutualInfoStats_40_kraskov1_4_modeperiodmax  information,correlation,AMI
IN_AutoMutualInfoStats_40_kraskov1_4.pmodeperiodmax  IN_AutoMutualInfoStats_40_kraskov1_4_pmodeperiodmax  information,correlation,AMI
IN_AutoMutualInfoStats_40_kraskov1_4.pminima  IN_AutoMutualInfoStats_40_kraskov1_4_pminima  information,correlation,AMI
IN_AutoMutualInfoStats_40_kraskov1_4.modeperiodmin  IN_AutoMutualInfoStats_40_kraskov1_4_modeperiodmin  information,correlation,AMI
IN_AutoMutualInfoStats_40_kraskov1_4.pmodeperiodmin  IN_AutoMutualInfoStats_40_kraskov1_4_pmodeperiodmin  information,correlation,AMI
IN_AutoMutualInfoStats_40_kraskov1_4.pcrossmean  IN_AutoMutualInfoStats_40_kraskov1_4_pcrossmean  information,correlation,AMI
IN_AutoMutualInfoStats_40_kraskov1_4.pcrossmedian  IN_AutoMutualInfoStats_40_kraskov1_4_pcrossmedian  information,correlation,AMI
IN_AutoMutualInfoStats_40_kraskov1_4.pcrossq10  IN_AutoMutualInfoStats_40_kraskov1_4_pcrossq10  information,correlation,AMI
IN_AutoMutualInfoStats_40_kraskov1_4.pcrossq90  IN_AutoMutualInfoStats_40_kraskov1_4_pcrossq90  information,correlation,AMI
IN_AutoMutualInfoStats_40_kraskov1_4.amiac1  IN_AutoMutualInfoStats_40_kraskov1_4_amiac1  information,correlation,AMI
IN_AutoMutualInfoStats_diff_20_gaussian.ami1  IN_AutoMutualInfoStats_diff_20_gaussian_ami1  information,correlation,AMI
IN_AutoMutualInfoStats_diff_20_gaussian.ami2  IN_AutoMutualInfoStats_diff_20_gaussian_ami2  information,correlation,AMI
IN_AutoMutualInfoStats_diff_20_gaussian.ami3  IN_AutoMutualInfoStats_diff_20_gaussian_ami3  information,correlation,AMI
IN_AutoMutualInfoStats_diff_20_gaussian.ami4  IN_AutoMutualInfoStats_diff_20_gaussian_ami4  information,correlation,AMI
IN_AutoMutualInfoStats_diff_20_gaussian.ami5  IN_AutoMutualInfoStats_diff_20_gaussian_ami5  information,correlation,AMI
IN_AutoMutualInfoStats_diff_20_gaussian.ami6  IN_AutoMutualInfoStats_diff_20_gaussian_ami6  information,correlation,AMI
IN_AutoMutualInfoStats_diff_20_gaussian.ami7  IN_AutoMutualInfoStats_diff_20_gaussian_ami7  information,correlation,AMI
IN_AutoMutualInfoStats_diff_20_gaussian.ami8  IN_AutoMutualInfoStats_diff_20_gaussian_ami8  information,correlation,AMI
IN_AutoMutualInfoStats_diff_20_gaussian.ami9  IN_AutoMutualInfoStats_diff_20_gaussian_ami9  information,correlation,AMI
IN_AutoMutualInfoStats_diff_20_gaussian.ami10  IN_AutoMutualInfoStats_diff_20_gaussian_ami10  information,correlation,AMI
IN_AutoMutualInfoStats_diff_20_gaussian.ami11  IN_AutoMutualInfoStats_diff_20_gaussian_ami11  information,correlation,AMI
IN_AutoMutualInfoStats_diff_20_gaussian.ami12  IN_AutoMutualInfoStats_diff_20_gaussian_ami12  information,correlation,AMI
IN_AutoMutualInfoStats_diff_20_gaussian.ami13  IN_AutoMutualInfoStats_diff_20_gaussian_ami13  information,correlation,AMI
IN_AutoMutualInfoStats_diff_20_gaussian.ami14  IN_AutoMutualInfoStats_diff_20_gaussian_ami14  information,correlation,AMI
IN_AutoMutualInfoStats_diff_20_gaussian.ami15  IN_AutoMutualInfoStats_diff_20_gaussian_ami15  information,correlation,AMI
IN_AutoMutualInfoStats_diff_20_gaussian.ami16  IN_AutoMutualInfoStats_diff_20_gaussian_ami16  information,correlation,AMI
IN_AutoMutualInfoStats_diff_20_gaussian.ami17  IN_AutoMutualInfoStats_diff_20_gaussian_ami17  information,correlation,AMI
IN_AutoMutualInfoStats_diff_20_gaussian.ami18  IN_AutoMutualInfoStats_diff_20_gaussian_ami18  information,correlation,AMI
IN_AutoMutualInfoStats_diff_20_gaussian.ami19  IN_AutoMutualInfoStats_diff_20_gaussian_ami19  information,correlation,AMI
IN_AutoMutualInfoStats_diff_20_gaussian.ami20  IN_AutoMutualInfoStats_diff_20_gaussian_ami20  information,correlation,AMI
IN_AutoMutualInfoStats_diff_20_gaussian.mami  IN_AutoMutualInfoStats_diff_20_gaussian_mami  information,correlation,AMI
IN_AutoMutualInfoStats_diff_20_gaussian.stdami  IN_AutoMutualInfoStats_diff_20_gaussian_stdami  information,correlation,AMI
IN_AutoMutualInfoStats_diff_20_gaussian.pextrema  IN_AutoMutualInfoStats_diff_20_gaussian_pextrema  information,correlation,AMI
IN_AutoMutualInfoStats_diff_20_gaussian.fmmi  IN_AutoMutualInfoStats_diff_20_gaussian_fmmi  information,correlation,AMI
IN_AutoMutualInfoStats_diff_20_gaussian.pmaxima  IN_AutoMutualInfoStats_diff_20_gaussian_pmaxima  information,correlation,AMI
IN_AutoMutualInfoStats_diff_20_gaussian.modeperiodmax  IN_AutoMutualInfoStats_diff_20_gaussian_modeperiodmax  information,correlation,AMI
IN_AutoMutualInfoStats_diff_20_gaussian.pmodeperiodmax  IN_AutoMutualInfoStats_diff_20_gaussian_pmodeperiodmax  information,correlation,AMI
IN_AutoMutualInfoStats_diff_20_gaussian.pminima  IN_AutoMutualInfoStats_diff_20_gaussian_pminima  information,correlation,AMI
IN_AutoMutualInfoStats_diff_20_gaussian.modeperiodmin  IN_AutoMutualInfoStats_diff_20_gaussian_modeperiodmin  information,correlation,AMI
IN_AutoMutualInfoStats_diff_20_gaussian.pmodeperiodmin  IN_AutoMutualInfoStats_diff_20_gaussian_pmodeperiodmin  information,correlation,AMI
IN_AutoMutualInfoStats_diff_20_gaussian.pcrossmean  IN_AutoMutualInfoStats_diff_20_gaussian_pcrossmean  information,correlation,AMI
IN_AutoMutualInfoStats_diff_20_gaussian.pcrossmedian  IN_AutoMutualInfoStats_diff_20_gaussian_pcrossmedian  information,correlation,AMI
IN_AutoMutualInfoStats_diff_20_gaussian.pcrossq10  IN_AutoMutualInfoStats_diff_20_gaussian_pcrossq10  information,correlation,AMI
IN_AutoMutualInfoStats_diff_20_gaussian.pcrossq90  IN_AutoMutualInfoStats_diff_20_gaussian_pcrossq90  information,correlation,AMI
IN_AutoMutualInfoStats_diff_20_gaussian.amiac1  IN_AutoMutualInfoStats_diff_20_gaussian_amiac1  information,correlation,AMI
IN_AutoMutualInfoStats_diff_20_kraskov1_4.ami1  IN_AutoMutualInfoStats_diff_20_kraskov1_4_ami1  information,correlation,AMI
IN_AutoMutualInfoStats_diff_20_kraskov1_4.ami2  IN_AutoMutualInfoStats_diff_20_kraskov1_4_ami2  information,correlation,AMI
IN_AutoMutualInfoStats_diff_20_kraskov1_4.ami3  IN_AutoMutualInfoStats_diff_20_kraskov1_4_ami3  information,correlation,AMI
IN_AutoMutualInfoStats_diff_20_kraskov1_4.ami4  IN_AutoMutualInfoStats_diff_20_kraskov1_4_ami4  information,correlation,AMI
IN_AutoMutualInfoStats_diff_20_kraskov1_4.ami5  IN_AutoMutualInfoStats_diff_20_kraskov1_4_ami5  information,correlation,AMI
IN_AutoMutualInfoStats_diff_20_kraskov1_4.ami6  IN_AutoMutualInfoStats_diff_20_kraskov1_4_ami6  information,correlation,AMI
IN_AutoMutualInfoStats_diff_20_kraskov1_4.ami7  IN_AutoMutualInfoStats_diff_20_kraskov1_4_ami7  information,correlation,AMI
IN_AutoMutualInfoStats_diff_20_kraskov1_4.ami8  IN_AutoMutualInfoStats_diff_20_kraskov1_4_ami8  information,correlation,AMI
IN_AutoMutualInfoStats_diff_20_kraskov1_4.ami9  IN_AutoMutualInfoStats_diff_20_kraskov1_4_ami9  information,correlation,AMI
IN_AutoMutualInfoStats_diff_20_kraskov1_4.ami10  IN_AutoMutualInfoStats_diff_20_kraskov1_4_ami10  information,correlation,AMI
IN_AutoMutualInfoStats_diff_20_kraskov1_4.ami11  IN_AutoMutualInfoStats_diff_20_kraskov1_4_ami11  information,correlation,AMI
IN_AutoMutualInfoStats_diff_20_kraskov1_4.ami12  IN_AutoMutualInfoStats_diff_20_kraskov1_4_ami12  information,correlation,AMI
IN_AutoMutualInfoStats_diff_20_kraskov1_4.ami13  IN_AutoMutualInfoStats_diff_20_kraskov1_4_ami13  information,correlation,AMI
IN_AutoMutualInfoStats_diff_20_kraskov1_4.ami14  IN_AutoMutualInfoStats_diff_20_kraskov1_4_ami14  information,correlation,AMI
IN_AutoMutualInfoStats_diff_20_kraskov1_4.ami15  IN_AutoMutualInfoStats_diff_20_kraskov1_4_ami15  information,correlation,AMI
IN_AutoMutualInfoStats_diff_20_kraskov1_4.ami16  IN_AutoMutualInfoStats_diff_20_kraskov1_4_ami16  information,correlation,AMI
IN_AutoMutualInfoStats_diff_20_kraskov1_4.ami17  IN_AutoMutualInfoStats_diff_20_kraskov1_4_ami17  information,correlation,AMI
IN_AutoMutualInfoStats_diff_20_kraskov1_4.ami18  IN_AutoMutualInfoStats_diff_20_kraskov1_4_ami18  information,correlation,AMI
IN_AutoMutualInfoStats_diff_20_kraskov1_4.ami19  IN_AutoMutualInfoStats_diff_20_kraskov1_4_ami19  information,correlation,AMI
IN_AutoMutualInfoStats_diff_20_kraskov1_4.ami20  IN_AutoMutualInfoStats_diff_20_kraskov1_4_ami20  information,correlation,AMI
IN_AutoMutualInfoStats_diff_20_kraskov1_4.mami  IN_AutoMutualInfoStats_diff_20_kraskov1_4_mami  information,correlation,AMI
IN_AutoMutualInfoStats_diff_20_kraskov1_4.stdami  IN_AutoMutualInfoStats_diff_20_kraskov1_4_stdami  information,correlation,AMI
IN_AutoMutualInfoStats_diff_20_kraskov1_4.pextrema  IN_AutoMutualInfoStats_diff_20_kraskov1_4_pextrema  information,correlation,AMI
IN_AutoMutualInfoStats_diff_20_kraskov1_4.fmmi  IN_AutoMutualInfoStats_diff_20_kraskov1_4_fmmi  information,correlation,AMI
IN_AutoMutualInfoStats_diff_20_kraskov1_4.pmaxima  IN_AutoMutualInfoStats_diff_20_kraskov1_4_pmaxima  information,correlation,AMI
IN_AutoMutualInfoStats_diff_20_kraskov1_4.modeperiodmax  IN_AutoMutualInfoStats_diff_20_kraskov1_4_modeperiodmax  information,correlation,AMI
IN_AutoMutualInfoStats_diff_20_kraskov1_4.pmodeperiodmax  IN_AutoMutualInfoStats_diff_20_kraskov1_4_pmodeperiodmax  information,correlation,AMI
IN_AutoMutualInfoStats_diff_20_kraskov1_4.pminima  IN_AutoMutualInfoStats_diff_20_kraskov1_4_pminima  information,correlation,AMI
IN_AutoMutualInfoStats_diff_20_kraskov1_4.modeperiodmin  IN_AutoMutualInfoStats_diff_20_kraskov1_4_modeperiodmin  information,correlation,AMI
IN_AutoMutualInfoStats_diff_20_kraskov1_4.pmodeperiodmin  IN_AutoMutualInfoStats_diff_20_kraskov1_4_pmodeperiodmin  information,correlation,AMI
IN_AutoMutualInfoStats_diff_20_kraskov1_4.pcrossmean  IN_AutoMutualInfoStats_diff_20_kraskov1_4_pcrossmean  information,correlation,AMI
IN_AutoMutualInfoStats_diff_20_kraskov1_4.pcrossmedian  IN_AutoMutualInfoStats_diff_20_kraskov1_4_pcrossmedian  information,correlation,AMI
IN_AutoMutualInfoStats_diff_20_kraskov1_4.pcrossq10  IN_AutoMutualInfoStats_diff_20_kraskov1_4_pcrossq10  information,correlation,AMI
IN_AutoMutualInfoStats_diff_20_kraskov1_4.pcrossq90  IN_AutoMutualInfoStats_diff_20_kraskov1_4_pcrossq90  information,correlation,AMI
IN_AutoMutualInfoStats_diff_20_kraskov1_4.amiac1  IN_AutoMutualInfoStats_diff_20_kraskov1_4_amiac1  information,correlation,AMI
CO_CompareMinAMI_std1_2_80.min	CO_CompareMinAMI_std1_2_80_min	correlation,AMI
CO_CompareMinAMI_std1_2_80.max	CO_CompareMinAMI_std1_2_80_max	correlation,AMI
CO_CompareMinAMI_std1_2_80.range	CO_CompareMinAMI_std1_2_80_range	correlation,AMI
CO_CompareMinAMI_std1_2_80.median	CO_CompareMinAMI_std1_2_80_median	correlation,AMI
CO_CompareMinAMI_std1_2_80.mean	CO_CompareMinAMI_std1_2_80_mean	correlation,AMI
CO_CompareMinAMI_std1_2_80.std	CO_CompareMinAMI_std1_2_80_std	correlation,AMI
CO_CompareMinAMI_std1_2_80.nunique	CO_CompareMinAMI_std1_2_80_nunique	correlation,AMI
CO_CompareMinAMI_std1_2_80.mode	CO_CompareMinAMI_std1_2_80_mode	correlation,AMI
CO_CompareMinAMI_std1_2_80.modef		CO_CompareMinAMI_std1_2_80_modef	correlation,AMI
CO_CompareMinAMI_std1_2_80.conv4		CO_CompareMinAMI_std1_2_80_conv4	correlation,AMI
CO_CompareMinAMI_std1_2_80.nlocmax		CO_CompareMinAMI_std1_2_80_nlocmax	correlation,AMI
CO_CompareMinAMI_even_2_80.min	CO_CompareMinAMI_even_2_80_min	correlation,AMI
CO_CompareMinAMI_even_2_80.max	CO_CompareMinAMI_even_2_80_max	correlation,AMI
CO_CompareMinAMI_even_2_80.range	CO_CompareMinAMI_even_2_80_range	correlation,AMI
CO_CompareMinAMI_even_2_80.median	CO_CompareMinAMI_even_2_80_median	correlation,AMI
CO_CompareMinAMI_even_2_80.mean	CO_CompareMinAMI_even_2_80_mean	correlation,AMI
CO_CompareMinAMI_even_2_80.std	CO_CompareMinAMI_even_2_80_std	correlation,AMI
CO_CompareMinAMI_even_2_80.nunique	CO_CompareMinAMI_even_2_80_nunique	correlation,AMI
CO_CompareMinAMI_even_2_80.mode	CO_CompareMinAMI_even_2_80_mode	correlation,AMI
CO_CompareMinAMI_even_2_80.modef	CO_CompareMinAMI_even_2_80_modef	correlation,AMI
CO_CompareMinAMI_even_2_80.conv4	CO_CompareMinAMI_even_2_80_conv4	correlation,AMI
CO_CompareMinAMI_even_2_80.nlocmax	CO_CompareMinAMI_even_2_80_nlocmax	correlation,AMI
CO_CompareMinAMI_std2_2_80.min	CO_CompareMinAMI_std2_2_80_min	correlation,AMI
CO_CompareMinAMI_std2_2_80.max	CO_CompareMinAMI_std2_2_80_max	correlation,AMI
CO_CompareMinAMI_std2_2_80.range	CO_CompareMinAMI_std2_2_80_range	correlation,AMI
CO_CompareMinAMI_std2_2_80.median	CO_CompareMinAMI_std2_2_80_median	correlation,AMI
CO_CompareMinAMI_std2_2_80.mean	CO_CompareMinAMI_std2_2_80_mean	correlation,AMI
CO_CompareMinAMI_std2_2_80.std	CO_CompareMinAMI_std2_2_80_std	correlation,AMI
CO_CompareMinAMI_std2_2_80.nunique	CO_CompareMinAMI_std2_2_80_nunique	correlation,AMI
CO_CompareMinAMI_std2_2_80.mode	CO_CompareMinAMI_std2_2_80_mode	correlation,AMI
CO_CompareMinAMI_std2_2_80.modef	CO_CompareMinAMI_std2_2_80_modef	correlation,AMI
CO_CompareMinAMI_std2_2_80.conv4	CO_CompareMinAMI_std2_2_80_conv4	correlation,AMI
CO_CompareMinAMI_std2_2_80.nlocmax	CO_CompareMinAMI_std2_2_80_nlocmax	correlation,AMI
CO_glscf_1_1_1	CO_glscf_1_1_1	correlation,glscf
CO_glscf_1_1_2	CO_glscf_1_1_2	correlation,glscf
CO_glscf_1_1_3	CO_glscf_1_1_3	correlation,glscf
CO_glscf_1_1_4	CO_glscf_1_1_4	correlation,glscf
CO_glscf_1_1_5	CO_glscf_1_1_5	correlation,glscf
CO_glscf_1_1_tau	CO_glscf_1_1_tau	correlation,glscf
CO_glscf_1_2_1	CO_glscf_1_2_1	correlation,glscf
CO_glscf_1_2_2	CO_glscf_1_2_2	correlation,glscf
CO_glscf_1_2_3	CO_glscf_1_2_3	correlation,glscf
CO_glscf_1_2_4	CO_glscf_1_2_4	correlation,glscf
CO_glscf_1_2_5	CO_glscf_1_2_5	correlation,glscf
CO_glscf_1_2_tau	CO_glscf_1_2_tau	correlation,glscf
CO_glscf_1_5_1	CO_glscf_1_5_1	correlation,glscf
CO_glscf_1_5_2	CO_glscf_1_5_2	correlation,glscf
CO_glscf_1_5_3	CO_glscf_1_5_3	correlation,glscf
CO_glscf_1_5_4	CO_glscf_1_5_4	correlation,glscf
CO_glscf_1_5_5	CO_glscf_1_5_5	correlation,glscf
CO_glscf_1_5_tau	CO_glscf_1_5_tau	correlation,glscf
CO_glscf_1_10_1	CO_glscf_1_10_1	correlation,glscf
CO_glscf_1_10_2	CO_glscf_1_10_2	correlation,glscf
CO_glscf_1_10_3	CO_glscf_1_10_3	correlation,glscf
CO_glscf_1_10_4	CO_glscf_1_10_4	correlation,glscf
CO_glscf_1_10_5	CO_glscf_1_10_5	correlation,glscf
CO_glscf_1_10_tau	CO_glscf_1_10_tau	correlation,glscf
CO_glscf_2_2_1	CO_glscf_2_2_1	correlation,glscf
CO_glscf_2_2_2	CO_glscf_2_2_2	correlation,glscf
CO_glscf_2_2_3	CO_glscf_2_2_3	correlation,glscf
CO_glscf_2_2_4	CO_glscf_2_2_4	correlation,glscf
CO_glscf_2_2_5	CO_glscf_2_2_5	correlation,glscf
CO_glscf_2_2_tau	CO_glscf_2_2_tau	correlation,glscf
CO_glscf_2_5_1	CO_glscf_2_5_1	correlation,glscf
CO_glscf_2_5_2	CO_glscf_2_5_2	correlation,glscf
CO_glscf_2_5_3	CO_glscf_2_5_3	correlation,glscf
CO_glscf_2_5_4	CO_glscf_2_5_4	correlation,glscf
CO_glscf_2_5_5	CO_glscf_2_5_5	correlation,glscf
CO_glscf_2_5_tau	CO_glscf_2_5_tau	correlation,glscf
CO_fzcglscf_1_1	CO_fzcglscf_1_1	correlation,glscf,tau
CO_fzcglscf_1_2	CO_fzcglscf_1_2	correlation,glscf,tau
CO_fzcglscf_1_3	CO_fzcglscf_1_3	correlation,glscf,tau
CO_fzcglscf_1_4	CO_fzcglscf_1_4	correlation,glscf,tau
CO_fzcglscf_1_5	CO_fzcglscf_1_5	correlation,glscf,tau
CO_fzcglscf_1_6	CO_fzcglscf_1_6	correlation,glscf,tau
CO_fzcglscf_1_7	CO_fzcglscf_1_7	correlation,glscf,tau
CO_fzcglscf_1_8	CO_fzcglscf_1_8	correlation,glscf,tau
CO_fzcglscf_1_9	CO_fzcglscf_1_9	correlation,glscf,tau
CO_fzcglscf_1_10	CO_fzcglscf_1_10	correlation,glscf,tau
CO_fzcglscf_2_2	CO_fzcglscf_2_2	correlation,glscf,tau
CO_fzcglscf_2_5	CO_fzcglscf_2_5	correlation,glscf,tau
CO_fzcglscf_2_10	CO_fzcglscf_2_10	correlation,glscf,tau
CO_fzcglscf_5_5	CO_fzcglscf_5_5	correlation,glscf,tau
CO_fzcglscf_5_10	CO_fzcglscf_5_10	correlation,glscf,tau
CO_fzcglscf_10_10	CO_fzcglscf_10_10	correlation,glscf,tau
DT_IsSeasonal	seasonality_test	periodicity
StatAvl25	StatAvl25	stationarity,StatAv
StatAvl50	StatAvl50	stationarity,StatAv
StatAvl100	StatAvl100	stationarity,StatAv
StatAvl150	StatAvl150	stationarity,StatAv
StatAvl200	StatAvl200	stationarity,StatAv
StatAvl250	StatAvl250	stationarity,StatAv
StatAvl500	StatAvl500	stationarity,StatAv
StatAvl1000	StatAvl1000	stationarity,StatAv
SY_SlidingWindow_m_s_2_1    StatAv2      stationarity,slidingwin,StatAv
SY_SlidingWindow_m_s_3_1    StatAv3      stationarity,slidingwin,StatAv
SY_SlidingWindow_m_s_4_1    StatAv4      stationarity,slidingwin,StatAv
SY_SlidingWindow_m_s_5_1    StatAv5      stationarity,slidingwin,StatAv
SY_SlidingWindow_m_s_6_1    StatAv6      stationarity,slidingwin,StatAv
SY_SlidingWindow_m_s_7_1    StatAv7      stationarity,slidingwin,StatAv
SY_SlidingWindow_m_s_8_1    StatAv8      stationarity,slidingwin,StatAv
SY_SlidingWindow_m_s_9_1    StatAv9      stationarity,slidingwin,StatAv
SY_SlidingWindow_m_s_10_1   StatAv10     stationarity,slidingwin,StatAv
SY_SlidingWindow_m_s2_2			SY_SlidingWindow_m_s2_2			stationarity,slidingwin
SY_SlidingWindow_m_s2_10		SY_SlidingWindow_m_s2_10		stationarity,slidingwin
SY_SlidingWindow_m_s5_2			SY_SlidingWindow_m_s5_2			stationarity,slidingwin
