ST_length	        length	            misc,raw,lengthdep
FC_Surprise_T1_20_2_udq_500.max	FC_Surprise_T1_20_2_udq_500_max	information,symbolic
FC_Surprise_T1_20_2_udq_500.mean	FC_Surprise_T1_20_2_udq_500_mean	information,symbolic
FC_Surprise_T1_20_2_udq_500.median	FC_Surprise_T1_20_2_udq_500_median	information,symbolic
FC_Surprise_T1_20_2_udq_500.lq	FC_Surprise_T1_20_2_udq_500_lq	information,symbolic
FC_Surprise_T1_20_2_udq_500.uq	FC_Surprise_T1_20_2_udq_500_uq	information,symbolic
FC_Surprise_T1_20_2_udq_500.std	FC_Surprise_T1_20_2_udq_500_std	information,symbolic
FC_Surprise_T1_20_2_udq_500.tstat	FC_Surprise_T1_20_2_udq_500_tstat	information,symbolic
FC_Surprise_T1_50_3_udq_500.min	FC_Surprise_T1_50_3_udq_500_min	information,symbolic
FC_Surprise_T1_50_3_udq_500.max	FC_Surprise_T1_50_3_udq_500_max	information,symbolic
FC_Surprise_T1_50_3_udq_500.mean	FC_Surprise_T1_50_3_udq_500_mean	information,symbolic
FC_Surprise_T1_50_3_udq_500.median	FC_Surprise_T1_50_3_udq_500_median	information,symbolic
FC_Surprise_T1_50_3_udq_500.lq	FC_Surprise_T1_50_3_udq_500_lq	information,symbolic
FC_Surprise_T1_50_3_udq_500.uq	FC_Surprise_T1_50_3_udq_500_uq	information,symbolic
FC_Surprise_T1_50_3_udq_500.std	FC_Surprise_T1_50_3_udq_500_std	information,symbolic
FC_Surprise_T1_50_3_udq_500.tstat	FC_Surprise_T1_50_3_udq_500_tstat	information,symbolic
FC_Surprise_T1_100_4_udq_500.min	FC_Surprise_T1_100_4_udq_500_min	information,symbolic
FC_Surprise_T1_100_4_udq_500.max	FC_Surprise_T1_100_4_udq_500_max	information,symbolic
FC_Surprise_T1_100_4_udq_500.mean	FC_Surprise_T1_100_4_udq_500_mean	information,symbolic
FC_Surprise_T1_100_4_udq_500.median	FC_Surprise_T1_100_4_udq_500_median	information,symbolic
FC_Surprise_T1_100_4_udq_500.lq	FC_Surprise_T1_100_4_udq_500_lq	information,symbolic
FC_Surprise_T1_100_4_udq_500.uq	FC_Surprise_T1_100_4_udq_500_uq	information,symbolic
FC_Surprise_T1_100_4_udq_500.std	FC_Surprise_T1_100_4_udq_500_std	information,symbolic
FC_Surprise_T1_100_4_udq_500.tstat	FC_Surprise_T1_100_4_udq_500_tstat	information,symbolic
FC_Surprise_T1_100_5_udq_500.min	FC_Surprise_T1_100_5_udq_500_min	information,symbolic
FC_Surprise_T1_100_5_udq_500.max	FC_Surprise_T1_100_5_udq_500_max	information,symbolic
FC_Surprise_T1_100_5_udq_500.mean	FC_Surprise_T1_100_5_udq_500_mean	information,symbolic
FC_Surprise_T1_100_5_udq_500.median	FC_Surprise_T1_100_5_udq_500_median	information,symbolic
FC_Surprise_T1_100_5_udq_500.lq	FC_Surprise_T1_100_5_udq_500_lq	information,symbolic
FC_Surprise_T1_100_5_udq_500.uq	FC_Surprise_T1_100_5_udq_500_uq	information,symbolic
FC_Surprise_T1_100_5_udq_500.std	FC_Surprise_T1_100_5_udq_500_std	information,symbolic
FC_Surprise_T1_100_5_udq_500.tstat	FC_Surprise_T1_100_5_udq_500_tstat	information,symbolic
FC_Surprise_T2_20_2_udq_500.min	FC_Surprise_T2_20_2_udq_500_min	information,symbolic
FC_Surprise_T2_20_2_udq_500.max	FC_Surprise_T2_20_2_udq_500_max	information,symbolic
FC_Surprise_T2_20_2_udq_500.mean	FC_Surprise_T2_20_2_udq_500_mean	information,symbolic
FC_Surprise_T2_20_2_udq_500.median	FC_Surprise_T2_20_2_udq_500_median	information,symbolic
FC_Surprise_T2_20_2_udq_500.lq	FC_Surprise_T2_20_2_udq_500_lq	information,symbolic
FC_Surprise_T2_20_2_udq_500.uq	FC_Surprise_T2_20_2_udq_500_uq	information,symbolic
FC_Surprise_T2_20_2_udq_500.std	FC_Surprise_T2_20_2_udq_500_std	information,symbolic
FC_Surprise_T2_20_2_udq_500.tstat	FC_Surprise_T2_20_2_udq_500_tstat	information,symbolic
FC_Surprise_T2_50_3_udq_500.min	FC_Surprise_T2_50_3_udq_500_min	information,symbolic
FC_Surprise_T2_50_3_udq_500.max	FC_Surprise_T2_50_3_udq_500_max	information,symbolic
FC_Surprise_T2_50_3_udq_500.mean	FC_Surprise_T2_50_3_udq_500_mean	information,symbolic
FC_Surprise_T2_50_3_udq_500.median	FC_Surprise_T2_50_3_udq_500_median	information,symbolic
FC_Surprise_T2_50_3_udq_500.lq	FC_Surprise_T2_50_3_udq_500_lq	information,symbolic
FC_Surprise_T2_50_3_udq_500.uq	FC_Surprise_T2_50_3_udq_500_uq	information,symbolic
FC_Surprise_T2_50_3_udq_500.std	FC_Surprise_T2_50_3_udq_500_std	information,symbolic
FC_Surprise_T2_50_3_udq_500.tstat	FC_Surprise_T2_50_3_udq_500_tstat	information,symbolic
FC_Surprise_T2_100_4_udq_500.min	FC_Surprise_T2_100_4_udq_500_min	information,symbolic
FC_Surprise_T2_100_4_udq_500.max	FC_Surprise_T2_100_4_udq_500_max	information,symbolic
FC_Surprise_T2_100_4_udq_500.mean	FC_Surprise_T2_100_4_udq_500_mean	information,symbolic
FC_Surprise_T2_100_4_udq_500.median	FC_Surprise_T2_100_4_udq_500_median	information,symbolic
FC_Surprise_T2_100_4_udq_500.lq	FC_Surprise_T2_100_4_udq_500_lq	information,symbolic
FC_Surprise_T2_100_4_udq_500.uq	FC_Surprise_T2_100_4_udq_500_uq	information,symbolic
FC_Surprise_T2_100_4_udq_500.std	FC_Surprise_T2_100_4_udq_500_std	information,symbolic
FC_Surprise_T2_100_4_udq_500.tstat	FC_Surprise_T2_100_4_udq_500_tstat	information,symbolic
FC_Surprise_T2_100_5_udq_500.min	FC_Surprise_T2_100_5_udq_500_min	information,symbolic
FC_Surprise_T2_100_5_udq_500.max	FC_Surprise_T2_100_5_udq_500_max	information,symbolic
FC_Surprise_T2_100_5_udq_500.mean	FC_Surprise_T2_100_5_udq_500_mean	information,symbolic
FC_Surprise_T2_100_5_udq_500.median	FC_Surprise_T2_100_5_udq_500_median	information,symbolic
FC_Surprise_T2_100_5_udq_500.lq	FC_Surprise_T2_100_5_udq_500_lq	information,symbolic
FC_Surprise_T2_100_5_udq_500.uq	FC_Surprise_T2_100_5_udq_500_uq	information,symbolic
FC_Surprise_T2_100_5_udq_500.std	FC_Surprise_T2_100_5_udq_500_std	information,symbolic
FC_Surprise_T2_100_5_udq_500.tstat	FC_Surprise_T2_100_5_udq_500_tstat	information,symbolic
FC_Surprise_dist_5_1_m2quad_500.min	FC_Surprise_dist_5_1_m2quad_500_min	information,symbolic
FC_Surprise_dist_5_1_m2quad_500.max	FC_Surprise_dist_5_1_m2quad_500_max	information,symbolic
FC_Surprise_dist_5_1_m2quad_500.mean	FC_Surprise_dist_5_1_m2quad_500_mean	information,symbolic
FC_Surprise_dist_5_1_m2quad_500.median	FC_Surprise_dist_5_1_m2quad_500_median	information,symbolic
FC_Surprise_dist_5_1_m2quad_500.lq	FC_Surprise_dist_5_1_m2quad_500_lq	information,symbolic
FC_Surprise_dist_5_1_m2quad_500.uq	FC_Surprise_dist_5_1_m2quad_500_uq	information,symbolic
FC_Surprise_dist_5_1_m2quad_500.std	FC_Surprise_dist_5_1_m2quad_500_std	information,symbolic
FC_Surprise_dist_5_1_m2quad_500.tstat	FC_Surprise_dist_5_1_m2quad_500_tstat	information,symbolic
FC_Surprise_dist_5_tau_m2quad_500.min	FC_Surprise_dist_5_tau_m2quad_500_min	information,symbolic
FC_Surprise_dist_5_tau_m2quad_500.max	FC_Surprise_dist_5_tau_m2quad_500_max	information,symbolic
FC_Surprise_dist_5_tau_m2quad_500.mean	FC_Surprise_dist_5_tau_m2quad_500_mean	information,symbolic
FC_Surprise_dist_5_tau_m2quad_500.median	FC_Surprise_dist_5_tau_m2quad_500_median	information,symbolic
FC_Surprise_dist_5_tau_m2quad_500.lq	FC_Surprise_dist_5_tau_m2quad_500_lq	information,symbolic
FC_Surprise_dist_5_tau_m2quad_500.uq	FC_Surprise_dist_5_tau_m2quad_500_uq	information,symbolic
FC_Surprise_dist_5_tau_m2quad_500.std	FC_Surprise_dist_5_tau_m2quad_500_std	information,symbolic
FC_Surprise_dist_5_tau_m2quad_500.tstat	FC_Surprise_dist_5_tau_m2quad_500_tstat	information,symbolic
FC_Surprise_dist_10_tau_m2quad_500.min	FC_Surprise_dist_10_tau_m2quad_500_min	information,symbolic
FC_Surprise_dist_10_tau_m2quad_500.max	FC_Surprise_dist_10_tau_m2quad_500_max	information,symbolic
FC_Surprise_dist_10_tau_m2quad_500.mean	FC_Surprise_dist_10_tau_m2quad_500_mean	information,symbolic
FC_Surprise_dist_10_tau_m2quad_500.median	FC_Surprise_dist_10_tau_m2quad_500_median	information,symbolic
FC_Surprise_dist_10_tau_m2quad_500.lq	FC_Surprise_dist_10_tau_m2quad_500_lq	information,symbolic
FC_Surprise_dist_10_tau_m2quad_500.uq	FC_Surprise_dist_10_tau_m2quad_500_uq	information,symbolic
FC_Surprise_dist_10_tau_m2quad_500.std	FC_Surprise_dist_10_tau_m2quad_500_std	information,symbolic
FC_Surprise_dist_10_tau_m2quad_500.tstat	FC_Surprise_dist_10_tau_m2quad_500_tstat	information,symbolic
FC_Surprise_dist_20_tau_m2quad_500.min	FC_Surprise_dist_20_tau_m2quad_500_min	information,symbolic
FC_Surprise_dist_20_tau_m2quad_500.max	FC_Surprise_dist_20_tau_m2quad_500_max	information,symbolic
FC_Surprise_dist_20_tau_m2quad_500.mean	FC_Surprise_dist_20_tau_m2quad_500_mean	information,symbolic
FC_Surprise_dist_20_tau_m2quad_500.median	FC_Surprise_dist_20_tau_m2quad_500_median	information,symbolic
FC_Surprise_dist_20_tau_m2quad_500.lq	FC_Surprise_dist_20_tau_m2quad_500_lq	information,symbolic
FC_Surprise_dist_20_tau_m2quad_500.uq	FC_Surprise_dist_20_tau_m2quad_500_uq	information,symbolic
FC_Surprise_dist_20_tau_m2quad_500.std	FC_Surprise_dist_20_tau_m2quad_500_std	information,symbolic
FC_Surprise_dist_20_tau_m2quad_500.tstat	FC_Surprise_dist_20_tau_m2quad_500_tstat	information,symbolic
FC_Surprise_T1_10_1_m2quad_500.max	FC_Surprise_T1_10_1_m2quad_500_max	information,symbolic
FC_Surprise_T1_10_1_m2quad_500.mean	FC_Surprise_T1_10_1_m2quad_500_mean	information,symbolic
FC_Surprise_T1_10_1_m2quad_500.median	FC_Surprise_T1_10_1_m2quad_500_median	information,symbolic
FC_Surprise_T1_10_1_m2quad_500.uq	FC_Surprise_T1_10_1_m2quad_500_uq	information,symbolic
FC_Surprise_T1_10_1_m2quad_500.std	FC_Surprise_T1_10_1_m2quad_500_std	information,symbolic
FC_Surprise_T1_10_1_m2quad_500.tstat	FC_Surprise_T1_10_1_m2quad_500_tstat	information,symbolic
FC_Surprise_T1_10_tau_m2quad_500.min	FC_Surprise_T1_10_tau_m2quad_500_min	information,symbolic
FC_Surprise_T1_10_tau_m2quad_500.max	FC_Surprise_T1_10_tau_m2quad_500_max	information,symbolic
FC_Surprise_T1_10_tau_m2quad_500.mean	FC_Surprise_T1_10_tau_m2quad_500_mean	information,symbolic
FC_Surprise_T1_10_tau_m2quad_500.median	FC_Surprise_T1_10_tau_m2quad_500_median	information,symbolic
FC_Surprise_T1_10_tau_m2quad_500.lq	FC_Surprise_T1_10_tau_m2quad_500_lq	information,symbolic
FC_Surprise_T1_10_tau_m2quad_500.uq	FC_Surprise_T1_10_tau_m2quad_500_uq	information,symbolic
FC_Surprise_T1_10_tau_m2quad_500.std	FC_Surprise_T1_10_tau_m2quad_500_std	information,symbolic
FC_Surprise_T1_10_tau_m2quad_500.tstat	FC_Surprise_T1_10_tau_m2quad_500_tstat	information,symbolic
FC_Surprise_T1_20_tau_m2quad_500.min	FC_Surprise_T1_20_tau_m2quad_500_min	information,symbolic
FC_Surprise_T1_20_tau_m2quad_500.max	FC_Surprise_T1_20_tau_m2quad_500_max	information,symbolic
FC_Surprise_T1_20_tau_m2quad_500.mean	FC_Surprise_T1_20_tau_m2quad_500_mean	information,symbolic
FC_Surprise_T1_20_tau_m2quad_500.median	FC_Surprise_T1_20_tau_m2quad_500_median	information,symbolic
FC_Surprise_T1_20_tau_m2quad_500.lq	FC_Surprise_T1_20_tau_m2quad_500_lq	information,symbolic
FC_Surprise_T1_20_tau_m2quad_500.uq	FC_Surprise_T1_20_tau_m2quad_500_uq	information,symbolic
FC_Surprise_T1_20_tau_m2quad_500.std	FC_Surprise_T1_20_tau_m2quad_500_std	information,symbolic
FC_Surprise_T1_20_tau_m2quad_500.tstat	FC_Surprise_T1_20_tau_m2quad_500_tstat	information,symbolic
FC_Surprise_T1_50_tau_m2quad_500.min	FC_Surprise_T1_50_tau_m2quad_500_min	information,symbolic
FC_Surprise_T1_50_tau_m2quad_500.max	FC_Surprise_T1_50_tau_m2quad_500_max	information,symbolic
FC_Surprise_T1_50_tau_m2quad_500.mean	FC_Surprise_T1_50_tau_m2quad_500_mean	information,symbolic
FC_Surprise_T1_50_tau_m2quad_500.median	FC_Surprise_T1_50_tau_m2quad_500_median	information,symbolic
FC_Surprise_T1_50_tau_m2quad_500.lq	FC_Surprise_T1_50_tau_m2quad_500_lq	information,symbolic
FC_Surprise_T1_50_tau_m2quad_500.uq	FC_Surprise_T1_50_tau_m2quad_500_uq	information,symbolic
FC_Surprise_T1_50_tau_m2quad_500.std	FC_Surprise_T1_50_tau_m2quad_500_std	information,symbolic
FC_Surprise_T1_50_tau_m2quad_500.tstat	FC_Surprise_T1_50_tau_m2quad_500_tstat	information,symbolic
FC_Surprise_T2_50_tau_m2quad_500.min	FC_Surprise_T2_50_tau_m2quad_500_min	information,symbolic
FC_Surprise_T2_50_tau_m2quad_500.max	FC_Surprise_T2_50_tau_m2quad_500_max	information,symbolic
FC_Surprise_T2_50_tau_m2quad_500.mean	FC_Surprise_T2_50_tau_m2quad_500_mean	information,symbolic
FC_Surprise_T2_50_tau_m2quad_500.median	FC_Surprise_T2_50_tau_m2quad_500_median	information,symbolic
FC_Surprise_T2_50_tau_m2quad_500.lq	FC_Surprise_T2_50_tau_m2quad_500_lq	information,symbolic
FC_Surprise_T2_50_tau_m2quad_500.uq	FC_Surprise_T2_50_tau_m2quad_500_uq	information,symbolic
FC_Surprise_T2_50_tau_m2quad_500.std	FC_Surprise_T2_50_tau_m2quad_500_std	information,symbolic
FC_Surprise_T2_50_tau_m2quad_500.tstat	FC_Surprise_T2_50_tau_m2quad_500_tstat	information,symbolic
FC_Surprise_T2_100_tau_m2quad_500.min	FC_Surprise_T2_100_tau_m2quad_500_min	information,symbolic
FC_Surprise_T2_100_tau_m2quad_500.max	FC_Surprise_T2_100_tau_m2quad_500_max	information,symbolic
FC_Surprise_T2_100_tau_m2quad_500.mean	FC_Surprise_T2_100_tau_m2quad_500_mean	information,symbolic
FC_Surprise_T2_100_tau_m2quad_500.median	FC_Surprise_T2_100_tau_m2quad_500_median	information,symbolic
FC_Surprise_T2_100_tau_m2quad_500.lq	FC_Surprise_T2_100_tau_m2quad_500_lq	information,symbolic
FC_Surprise_T2_100_tau_m2quad_500.uq	FC_Surprise_T2_100_tau_m2quad_500_uq	information,symbolic
FC_Surprise_T2_100_tau_m2quad_500.std	FC_Surprise_T2_100_tau_m2quad_500_std	information,symbolic
FC_Surprise_T2_100_tau_m2quad_500.tstat	FC_Surprise_T2_100_tau_m2quad_500_tstat	information,symbolic
PH_Walker_prop_01.w_mean	PH_Walker_prop_01_w_mean	trend
PH_Walker_prop_01.w_median	PH_Walker_prop_01_w_median	trend
PH_Walker_prop_01.w_std	PH_Walker_prop_01_w_std	trend
PH_Walker_prop_01.w_ac1	PH_Walker_prop_01_w_ac1	trend
PH_Walker_prop_01.w_ac2	PH_Walker_prop_01_w_ac2	trend
PH_Walker_prop_01.w_tau	PH_Walker_prop_01_w_tau	trend
PH_Walker_prop_01.w_min	PH_Walker_prop_01_w_min	trend
PH_Walker_prop_01.w_max	PH_Walker_prop_01_w_max	trend
PH_Walker_prop_01.w_propzcross	PH_Walker_prop_01_w_propzcross	trend
PH_Walker_prop_01.sw_meanabsdiff	PH_Walker_prop_01_sw_meanabsdiff	trend
PH_Walker_prop_01.sw_taudiff	PH_Walker_prop_01_sw_taudiff	trend
PH_Walker_prop_01.sw_ac1rat	PH_Walker_prop_01_sw_ac1rat	trend
PH_Walker_prop_01.sw_minrat	PH_Walker_prop_01_sw_minrat	trend
PH_Walker_prop_01.sw_maxrat	PH_Walker_prop_01_sw_maxrat	trend
PH_Walker_prop_01.sw_propcross	PH_Walker_prop_01_sw_propcross	trend
PH_Walker_prop_01.sw_ansarib_pval	PH_Walker_prop_01_sw_ansarib_pval	trend
PH_Walker_prop_01.sw_distdiff	PH_Walker_prop_01_sw_distdiff	trend
PH_Walker_prop_01.res_runstest	PH_Walker_prop_01_res_runstest	trend
PH_Walker_prop_01.res_swss5_1	PH_Walker_prop_01_swss5_1	trend
PH_Walker_prop_01.res_ac1	PH_Walker_prop_01_res_ac1	trend
PH_Walker_prop_05.w_mean	PH_Walker_prop_05_w_mean	trend
PH_Walker_prop_05.w_median	PH_Walker_prop_05_w_median	trend
PH_Walker_prop_05.w_std	PH_Walker_prop_05_w_std	trend
PH_Walker_prop_05.w_ac1	PH_Walker_prop_05_w_ac1	trend
PH_Walker_prop_05.w_ac2	PH_Walker_prop_05_w_ac2	trend
PH_Walker_prop_05.w_tau	PH_Walker_prop_05_w_tau	trend
PH_Walker_prop_05.w_min	PH_Walker_prop_05_w_min	trend
PH_Walker_prop_05.w_max	PH_Walker_prop_05_w_max	trend
PH_Walker_prop_05.w_propzcross	PH_Walker_prop_05_w_propzcross	trend
PH_Walker_prop_05.sw_meanabsdiff	PH_Walker_prop_05_sw_meanabsdiff	trend
PH_Walker_prop_05.sw_taudiff	PH_Walker_prop_05_sw_taudiff	trend
PH_Walker_prop_05.sw_ac1rat	PH_Walker_prop_05_sw_ac1rat	trend
PH_Walker_prop_05.sw_minrat	PH_Walker_prop_05_sw_minrat	trend
PH_Walker_prop_05.sw_maxrat	PH_Walker_prop_05_sw_maxrat	trend
PH_Walker_prop_05.sw_propcross	PH_Walker_prop_05_sw_propcross	trend
PH_Walker_prop_05.sw_ansarib_pval	PH_Walker_prop_05_sw_ansarib_pval	trend
PH_Walker_prop_05.sw_distdiff	PH_Walker_prop_05_sw_distdiff	trend
PH_Walker_prop_05.res_runstest	PH_Walker_prop_05_res_runstest	trend
PH_Walker_prop_05.res_swss5_1	PH_Walker_prop_05_swss5_1	trend
PH_Walker_prop_05.res_ac1	PH_Walker_prop_05_res_ac1	trend
PH_Walker_prop_09.w_mean	PH_Walker_prop_09_w_mean	trend
PH_Walker_prop_09.w_median	PH_Walker_prop_09_w_median	trend
PH_Walker_prop_09.w_std	PH_Walker_prop_09_w_std	trend
PH_Walker_prop_09.w_ac1	PH_Walker_prop_09_w_ac1	trend
PH_Walker_prop_09.w_ac2	PH_Walker_prop_09_w_ac2	trend
PH_Walker_prop_09.w_tau	PH_Walker_prop_09_w_tau	trend
PH_Walker_prop_09.w_min	PH_Walker_prop_09_w_min	trend
PH_Walker_prop_09.w_max	PH_Walker_prop_09_w_max	trend
PH_Walker_prop_09.w_propzcross	PH_Walker_prop_09_w_propzcross	trend
PH_Walker_prop_09.sw_meanabsdiff	PH_Walker_prop_09_sw_meanabsdiff	trend
PH_Walker_prop_09.sw_taudiff	PH_Walker_prop_09_sw_taudiff	trend
PH_Walker_prop_09.sw_ac1rat	PH_Walker_prop_09_sw_ac1rat	trend
PH_Walker_prop_09.sw_minrat	PH_Walker_prop_09_sw_minrat	trend
PH_Walker_prop_09.sw_maxrat	PH_Walker_prop_09_sw_maxrat	trend
PH_Walker_prop_09.sw_propcross	PH_Walker_prop_09_sw_propcross	trend
PH_Walker_prop_09.sw_ansarib_pval	PH_Walker_prop_09_sw_ansarib_pval	trend
PH_Walker_prop_09.sw_distdiff	PH_Walker_prop_09_sw_distdiff	trend
PH_Walker_prop_09.res_runstest	PH_Walker_prop_09_res_runstest	trend
PH_Walker_prop_09.res_swss5_1	PH_Walker_prop_09_swss5_1	trend
PH_Walker_prop_09.res_ac1	PH_Walker_prop_09_res_ac1	trend
PH_Walker_prop_11.w_mean	PH_Walker_prop_11_w_mean	trend
PH_Walker_prop_11.w_median	PH_Walker_prop_11_w_median	trend
PH_Walker_prop_11.w_std	PH_Walker_prop_11_w_std	trend
PH_Walker_prop_11.w_ac1	PH_Walker_prop_11_w_ac1	trend
PH_Walker_prop_11.w_ac2	PH_Walker_prop_11_w_ac2	trend
PH_Walker_prop_11.w_tau	PH_Walker_prop_11_w_tau	trend
PH_Walker_prop_11.w_min	PH_Walker_prop_11_w_min	trend
PH_Walker_prop_11.w_max	PH_Walker_prop_11_w_max	trend
PH_Walker_prop_11.w_propzcross	PH_Walker_prop_11_w_propzcross	trend
PH_Walker_prop_11.sw_meanabsdiff	PH_Walker_prop_11_sw_meanabsdiff	trend
PH_Walker_prop_11.sw_taudiff	PH_Walker_prop_11_sw_taudiff	trend
PH_Walker_prop_11.sw_ac1rat	PH_Walker_prop_11_sw_ac1rat	trend
PH_Walker_prop_11.sw_minrat	PH_Walker_prop_11_sw_minrat	trend
PH_Walker_prop_11.sw_maxrat	PH_Walker_prop_11_sw_maxrat	trend
PH_Walker_prop_11.sw_propcross	PH_Walker_prop_11_sw_propcross	trend
PH_Walker_prop_11.sw_ansarib_pval	PH_Walker_prop_11_sw_ansarib_pval	trend
PH_Walker_prop_11.sw_distdiff	PH_Walker_prop_11_sw_distdiff	trend
PH_Walker_prop_11.res_runstest	PH_Walker_prop_11_res_runstest	trend
PH_Walker_prop_11.res_swss5_1	PH_Walker_prop_11_swss5_1	trend
PH_Walker_prop_11.res_ac1	PH_Walker_prop_11_res_ac1	trend
PH_Walker_biasprop_05_01.w_mean	PH_Walker_biasprop_05_01_w_mean	trend
PH_Walker_biasprop_05_01.w_median	PH_Walker_biasprop_05_01_w_median	trend
PH_Walker_biasprop_05_01.w_std	PH_Walker_biasprop_05_01_w_std	trend
PH_Walker_biasprop_05_01.w_ac1	PH_Walker_biasprop_05_01_w_ac1	trend
PH_Walker_biasprop_05_01.w_ac2	PH_Walker_biasprop_05_01_w_ac2	trend
PH_Walker_biasprop_05_01.w_tau	PH_Walker_biasprop_05_01_w_tau	trend
PH_Walker_biasprop_05_01.w_min	PH_Walker_biasprop_05_01_w_min	trend
PH_Walker_biasprop_05_01.w_max	PH_Walker_biasprop_05_01_w_max	trend
PH_Walker_biasprop_05_01.w_propzcross	PH_Walker_biasprop_05_01_w_propzcross	trend
PH_Walker_biasprop_05_01.sw_meanabsdiff	PH_Walker_biasprop_05_01_sw_meanabsdiff	trend
PH_Walker_biasprop_05_01.sw_taudiff	PH_Walker_biasprop_05_01_sw_taudiff	trend
PH_Walker_biasprop_05_01.sw_ac1rat	PH_Walker_biasprop_05_01_sw_ac1rat	trend
PH_Walker_biasprop_05_01.sw_minrat	PH_Walker_biasprop_05_01_sw_minrat	trend
PH_Walker_biasprop_05_01.sw_maxrat	PH_Walker_biasprop_05_01_sw_maxrat	trend
PH_Walker_biasprop_05_01.sw_propcross	PH_Walker_biasprop_05_01_sw_propcross	trend
PH_Walker_biasprop_05_01.sw_ansarib_pval	PH_Walker_biasprop_05_01_sw_ansarib_pval	trend
PH_Walker_biasprop_05_01.sw_distdiff	PH_Walker_biasprop_05_01_sw_distdiff	trend
PH_Walker_biasprop_05_01.res_runstest	PH_Walker_biasprop_05_01_res_runstest	trend
PH_Walker_biasprop_05_01.res_swss5_1	PH_Walker_biasprop_05_01_swss5_1	trend
PH_Walker_biasprop_05_01.res_ac1	PH_Walker_biasprop_05_01_res_ac1	trend
PH_Walker_biasprop_01_05.w_mean	PH_Walker_biasprop_01_05_w_mean	trend
PH_Walker_biasprop_01_05.w_median	PH_Walker_biasprop_01_05_w_median	trend
PH_Walker_biasprop_01_05.w_std	PH_Walker_biasprop_01_05_w_std	trend
PH_Walker_biasprop_01_05.w_ac1	PH_Walker_biasprop_01_05_w_ac1	trend
PH_Walker_biasprop_01_05.w_ac2	PH_Walker_biasprop_01_05_w_ac2	trend
PH_Walker_biasprop_01_05.w_tau	PH_Walker_biasprop_01_05_w_tau	trend
PH_Walker_biasprop_01_05.w_min	PH_Walker_biasprop_01_05_w_min	trend
PH_Walker_biasprop_01_05.w_max	PH_Walker_biasprop_01_05_w_max	trend
PH_Walker_biasprop_01_05.w_propzcross	PH_Walker_biasprop_01_05_w_propzcross	trend
PH_Walker_biasprop_01_05.sw_meanabsdiff	PH_Walker_biasprop_01_05_sw_meanabsdiff	trend
PH_Walker_biasprop_01_05.sw_taudiff	PH_Walker_biasprop_01_05_sw_taudiff	trend
PH_Walker_biasprop_01_05.sw_ac1rat	PH_Walker_biasprop_01_05_sw_ac1rat	trend
PH_Walker_biasprop_01_05.sw_minrat	PH_Walker_biasprop_01_05_sw_minrat	trend
PH_Walker_biasprop_01_05.sw_maxrat	PH_Walker_biasprop_01_05_sw_maxrat	trend
PH_Walker_biasprop_01_05.sw_propcross	PH_Walker_biasprop_01_05_sw_propcross	trend
PH_Walker_biasprop_01_05.sw_ansarib_pval	PH_Walker_biasprop_01_05_sw_ansarib_pval	trend
PH_Walker_biasprop_01_05.sw_distdiff	PH_Walker_biasprop_01_05_sw_distdiff	trend
PH_Walker_biasprop_01_05.res_runstest	PH_Walker_biasprop_01_05_res_runstest	trend
PH_Walker_biasprop_01_05.res_swss5_1	PH_Walker_biasprop_01_05_swss5_1	trend
PH_Walker_biasprop_01_05.res_ac1	PH_Walker_biasprop_01_05_res_ac1	trend
PH_Walker_momentum_2.w_mean	PH_Walker_momentum_2_w_mean	trend
PH_Walker_momentum_2.w_median	PH_Walker_momentum_2_w_median	trend
PH_Walker_momentum_2.w_std	PH_Walker_momentum_2_w_std	trend
PH_Walker_momentum_2.w_ac1	PH_Walker_momentum_2_w_ac1	trend
PH_Walker_momentum_2.w_ac2	PH_Walker_momentum_2_w_ac2	trend
PH_Walker_momentum_2.w_tau	PH_Walker_momentum_2_w_tau	trend
PH_Walker_momentum_2.w_min	PH_Walker_momentum_2_w_min	trend
PH_Walker_momentum_2.w_max	PH_Walker_momentum_2_w_max	trend
PH_Walker_momentum_2.w_propzcross	PH_Walker_momentum_2_w_momentumzcross	trend
PH_Walker_momentum_2.sw_meanabsdiff	PH_Walker_momentum_2_sw_meanabsdiff	trend
PH_Walker_momentum_2.sw_taudiff	PH_Walker_momentum_2_sw_taudiff	trend
PH_Walker_momentum_2.sw_ac1rat	PH_Walker_momentum_2_sw_ac1rat	trend
PH_Walker_momentum_2.sw_minrat	PH_Walker_momentum_2_sw_minrat	trend
PH_Walker_momentum_2.sw_maxrat	PH_Walker_momentum_2_sw_maxrat	trend
PH_Walker_momentum_2.sw_propcross	PH_Walker_momentum_2_sw_propcross	trend
PH_Walker_momentum_2.sw_ansarib_pval	PH_Walker_momentum_2_sw_ansarib_pval	trend
PH_Walker_momentum_2.sw_distdiff	PH_Walker_momentum_2_sw_distdiff	trend
PH_Walker_momentum_2.res_runstest	PH_Walker_momentum_2_res_runstest	trend
PH_Walker_momentum_2.res_swss5_1	PH_Walker_momentum_2_swss5_1	trend
PH_Walker_momentum_2.res_ac1	PH_Walker_momentum_2_res_ac1	trend
PH_Walker_momentum_5.w_mean	PH_Walker_momentum_5_w_mean	trend
PH_Walker_momentum_5.w_median	PH_Walker_momentum_5_w_median	trend
PH_Walker_momentum_5.w_std	PH_Walker_momentum_5_w_std	trend
PH_Walker_momentum_5.w_ac1	PH_Walker_momentum_5_w_ac1	trend
